Ascii Data Listing

Data listed on 10/24/23 17:30:26
file F:/PolyU/STM/SnTe/19 Oct 2023/Sb_SnTe_HOPG_PtIr_LT_2023_10_24_11_22_10_281.sm4, 10/24/23 11:13:31

Data Listing of Primary axis

 Plot Number: 1

	LIA Current, Bias 0.500 V, Setpoint 100.000 pA
	; ; 

8 lines of 1001 points, x units V y units A
LIA Current
Raw Data

DATA TABLE 3
	                	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       
	1x V            	1y3 A           	1y4 A           	1y5 A           	1y6 A           	1y7 A           	1y8 A           
	X_pixel         	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   
	Y_pixel         	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   
	+3.6699998e-01  	+5.5640562e-12  	+4.2601816e-12  	+8.6250807e-12  	+5.5799354e-12  	+1.1261114e-11  	+2.2044406e-12  
	+3.6600000e-01  	+5.9041660e-12  	+4.6719425e-12  	+8.9154300e-12  	+5.2865876e-12  	+1.0305219e-11  	+1.7108116e-12  
	+3.6500001e-01  	+6.3974082e-12  	+4.7637940e-12  	+7.9737042e-12  	+4.7566135e-12  	+1.1597560e-11  	+1.9429764e-12  
	+3.6399999e-01  	+6.0223367e-12  	+4.0075556e-12  	+8.4295773e-12  	+4.5703771e-12  	+1.1164131e-11  	+1.6296841e-12  
	+3.6299998e-01  	+5.7509123e-12  	+5.0089880e-12  	+7.8835384e-12  	+5.3343922e-12  	+1.0853717e-11  	+1.8057786e-12  
	+3.6199999e-01  	+5.4389193e-12  	+4.7050228e-12  	+7.6756995e-12  	+4.7329254e-12  	+1.4235531e-11  	+1.5712855e-12  
	+3.6100000e-01  	+6.2179146e-12  	+4.5619858e-12  	+7.6249103e-12  	+3.9241184e-12  	+1.2908946e-11  	+1.6261079e-12  
	+3.6000001e-01  	+5.4955853e-12  	+4.6976238e-12  	+7.3126097e-12  	+3.8316845e-12  	+1.3446431e-11  	+1.8101977e-12  
	+3.5900000e-01  	+5.4445910e-12  	+4.4507345e-12  	+7.9303421e-12  	+3.7228454e-12  	+1.2161066e-11  	+2.0251749e-12  
	+3.5799998e-01  	+4.7028670e-12  	+4.6573904e-12  	+8.2621349e-12  	+4.2147982e-12  	+1.2016110e-11  	+2.3373495e-12  
	+3.5699999e-01  	+5.0523084e-12  	+4.5352754e-12  	+7.5244342e-12  	+4.4024827e-12  	+9.5126728e-12  	+2.1790527e-12  
	+3.5600001e-01  	+5.5751948e-12  	+4.5619112e-12  	+8.8091617e-12  	+4.0689435e-12  	+8.8280720e-12  	+2.0481414e-12  
	+3.5499999e-01  	+5.0762576e-12  	+4.6801473e-12  	+7.1278586e-12  	+3.7696959e-12  	+9.1389101e-12  	+1.7699739e-12  
	+3.5399997e-01  	+5.3101499e-12  	+4.6549223e-12  	+7.5304277e-12  	+3.4376467e-12  	+7.7548532e-12  	+1.5563750e-12  
	+3.5299999e-01  	+5.6037119e-12  	+4.2327587e-12  	+8.1408491e-12  	+4.2729314e-12  	+7.2093447e-12  	+1.6799848e-12  
	+3.5200000e-01  	+4.9296860e-12  	+4.7367392e-12  	+6.8497890e-12  	+4.6466941e-12  	+6.2166713e-12  	+1.4821999e-12  
	+3.5100001e-01  	+6.3021294e-12  	+3.7346268e-12  	+6.8802481e-12  	+4.7516171e-12  	+6.2759966e-12  	+1.5344377e-12  
	+3.4999999e-01  	+5.3289018e-12  	+3.6413875e-12  	+7.1472442e-12  	+3.8436658e-12  	+7.0400860e-12  	+1.8907896e-12  
	+3.4899998e-01  	+6.2383618e-12  	+4.1514544e-12  	+7.6282765e-12  	+4.0685710e-12  	+5.9324594e-12  	+2.2656052e-12  
	+3.4799999e-01  	+6.0812245e-12  	+3.5112490e-12  	+6.9337804e-12  	+4.5469310e-12  	+5.8239511e-12  	+2.2284128e-12  
	+3.4700000e-01  	+5.8168826e-12  	+3.7151714e-12  	+7.0863450e-12  	+4.5900514e-12  	+5.8968459e-12  	+2.2294978e-12  
	+3.4599999e-01  	+5.6498404e-12  	+4.2623561e-12  	+6.2327088e-12  	+3.2619062e-12  	+5.2061909e-12  	+2.1478719e-12  
	+3.4500000e-01  	+6.0565958e-12  	+3.5212981e-12  	+7.8555565e-12  	+4.0887853e-12  	+6.9948986e-12  	+1.8225610e-12  
	+3.4399998e-01  	+5.1954946e-12  	+3.6978025e-12  	+8.4701968e-12  	+3.6682051e-12  	+9.2963501e-12  	+1.5335437e-12  
	+3.4299999e-01  	+5.0736173e-12  	+3.6718046e-12  	+7.9470406e-12  	+3.6469243e-12  	+8.0013973e-12  	+1.8550409e-12  
	+3.4200001e-01  	+4.4922716e-12  	+2.9067601e-12  	+7.0603237e-12  	+3.8404995e-12  	+8.4620757e-12  	+1.7877947e-12  
	+3.4099999e-01  	+5.5430829e-12  	+3.6774017e-12  	+7.3081211e-12  	+3.1215605e-12  	+9.9267252e-12  	+2.1595041e-12  
	+3.3999997e-01  	+5.3805111e-12  	+3.3805985e-12  	+5.9184758e-12  	+3.5281153e-12  	+7.6111869e-12  	+2.5726016e-12  
	+3.3899999e-01  	+5.5933465e-12  	+3.4076021e-12  	+7.5292680e-12  	+4.4081128e-12  	+9.0237661e-12  	+2.5682709e-12  
	+3.3800000e-01  	+5.3369115e-12  	+4.0570368e-12  	+7.1656609e-12  	+4.0689904e-12  	+7.6901818e-12  	+2.5094859e-12  
	+3.3700001e-01  	+5.1102646e-12  	+3.1296630e-12  	+7.4729277e-12  	+3.6353991e-12  	+8.6771788e-12  	+2.3786910e-12  
	+3.3600000e-01  	+4.7673050e-12  	+3.7408015e-12  	+8.3508296e-12  	+2.9725582e-12  	+7.6379580e-12  	+2.4739466e-12  
	+3.3499998e-01  	+4.7082498e-12  	+3.9995741e-12  	+8.5126559e-12  	+3.0031800e-12  	+6.8634842e-12  	+2.3236777e-12  
	+3.3399999e-01  	+4.4734125e-12  	+3.8268000e-12  	+9.9948374e-12  	+3.4476118e-12  	+7.3808295e-12  	+2.3570471e-12  
	+3.3300000e-01  	+4.7967489e-12  	+3.7344776e-12  	+1.0407064e-11  	+2.9226625e-12  	+8.6237718e-12  	+1.5900098e-12  
	+3.3199999e-01  	+4.9355719e-12  	+3.8600807e-12  	+8.5194499e-12  	+3.3726730e-12  	+5.3316353e-12  	+1.8459372e-12  
	+3.3099997e-01  	+4.9938725e-12  	+4.0394207e-12  	+7.9523957e-12  	+2.7634390e-12  	+7.0692319e-12  	+2.2888230e-12  
	+3.2999998e-01  	+5.1583906e-12  	+4.5258085e-12  	+6.8328576e-12  	+3.1193858e-12  	+1.0631382e-11  	+1.8583704e-12  
	+3.2900000e-01  	+4.6299956e-12  	+4.2018433e-12  	+7.1338005e-12  	+4.2430963e-12  	+1.2955195e-11  	+1.8787105e-12  
	+3.2800001e-01  	+4.3005309e-12  	+4.1594029e-12  	+8.4994217e-12  	+3.5886558e-12  	+1.4118394e-11  	+1.4773570e-12  
	+3.2699999e-01  	+4.3156837e-12  	+3.8665811e-12  	+6.5053254e-12  	+3.3413246e-12  	+1.3057990e-11  	+1.4035264e-12  
	+3.2599998e-01  	+4.6406871e-12  	+2.9686559e-12  	+6.0586306e-12  	+3.2627256e-12  	+1.3218364e-11  	+1.5435275e-12  
	+3.2499999e-01  	+5.0639501e-12  	+3.7085127e-12  	+7.1890467e-12  	+3.7817098e-12  	+1.3689883e-11  	+1.2825383e-12  
	+3.2400000e-01  	+5.1764400e-12  	+3.6961259e-12  	+7.0804916e-12  	+4.1986813e-12  	+1.2022559e-11  	+1.6192952e-12  
	+3.2300001e-01  	+4.9176765e-12  	+3.8113354e-12  	+6.9676244e-12  	+4.3672557e-12  	+1.0575312e-11  	+1.5803613e-12  
	+3.2200000e-01  	+4.6331806e-12  	+4.1978296e-12  	+7.0456462e-12  	+3.8331608e-12  	+1.5260094e-11  	+1.9441638e-12  
	+3.2099998e-01  	+4.7370510e-12  	+3.9615529e-12  	+5.5629386e-12  	+3.4812186e-12  	+1.4210185e-11  	+1.7629238e-12  
	+3.1999999e-01  	+4.9382308e-12  	+3.8651794e-12  	+5.9922878e-12  	+3.3358065e-12  	+1.3493835e-11  	+2.0496593e-12  
	+3.1900001e-01  	+4.6787552e-12  	+3.5114771e-12  	+7.7970555e-12  	+4.3534395e-12  	+1.4349725e-11  	+1.5360303e-12  
	+3.1799999e-01  	+4.2628310e-12  	+3.8926301e-12  	+8.0535795e-12  	+3.6710266e-12  	+1.4570643e-11  	+1.4467584e-12  
	+3.1699997e-01  	+4.8012427e-12  	+3.0502025e-12  	+8.3988485e-12  	+2.7971156e-12  	+1.3486995e-11  	+1.1266814e-12  
	+3.1599998e-01  	+4.8083161e-12  	+3.4071971e-12  	+7.6396485e-12  	+3.6956137e-12  	+1.3323510e-11  	+1.0968977e-12  
	+3.1500000e-01  	+4.8319109e-12  	+3.5069324e-12  	+7.2436501e-12  	+3.8444482e-12  	+1.2654858e-11  	+1.2020068e-12  
	+3.1400001e-01  	+4.6324914e-12  	+3.3815205e-12  	+9.1400325e-12  	+3.7938264e-12  	+1.3777418e-11  	+1.4527514e-12  
	+3.1299999e-01  	+4.6821822e-12  	+3.4616236e-12  	+7.5445232e-12  	+3.3579487e-12  	+1.3899370e-11  	+1.1411774e-12  
	+3.1199998e-01  	+3.4428528e-12  	+3.4481612e-12  	+7.5076802e-12  	+2.8953515e-12  	+1.3854843e-11  	+1.6669183e-12  
	+3.1099999e-01  	+3.5025411e-12  	+3.6553200e-12  	+7.8838967e-12  	+3.4699962e-12  	+1.2476663e-11  	+8.5755253e-13  
	+3.1000000e-01  	+3.3387542e-12  	+4.1525811e-12  	+8.4272121e-12  	+3.3967150e-12  	+1.1939089e-11  	+1.0545319e-12  
	+3.0899999e-01  	+3.4775351e-12  	+3.7173693e-12  	+8.9088919e-12  	+3.8538547e-12  	+1.2447997e-11  	+8.8673085e-13  
	+3.0800000e-01  	+3.5921064e-12  	+3.6347238e-12  	+9.0186253e-12  	+3.2655755e-12  	+1.3664914e-11  	+7.8250188e-13  
	+3.0699998e-01  	+3.4935260e-12  	+3.4567202e-12  	+9.5128315e-12  	+3.3118948e-12  	+1.1639576e-11  	+8.6937564e-13  
	+3.0599999e-01  	+3.5847258e-12  	+3.6403723e-12  	+9.3918666e-12  	+3.4605990e-12  	+1.2584957e-11  	+8.1575474e-13  
	+3.0500001e-01  	+4.5220321e-12  	+3.7675071e-12  	+8.1708000e-12  	+3.8876103e-12  	+1.1115172e-11  	+9.4476152e-13  
	+3.0399999e-01  	+4.8347142e-12  	+3.2246671e-12  	+8.4299035e-12  	+4.7233701e-12  	+9.0872171e-12  	+1.2472505e-12  
	+3.0299997e-01  	+4.7413028e-12  	+3.0652293e-12  	+8.0901015e-12  	+5.0664785e-12  	+9.4735626e-12  	+9.5092228e-13  
	+3.0199999e-01  	+4.7042921e-12  	+2.8528039e-12  	+8.1510796e-12  	+3.4645386e-12  	+8.1507119e-12  	+1.2853462e-12  
	+3.0100000e-01  	+4.8417039e-12  	+3.1453091e-12  	+8.5276968e-12  	+4.4066040e-12  	+7.9418113e-12  	+1.2955582e-12  
	+3.0000001e-01  	+5.0570954e-12  	+3.0328658e-12  	+8.0199588e-12  	+5.4241624e-12  	+8.2187304e-12  	+9.7780486e-13  
	+2.9899999e-01  	+5.0849420e-12  	+3.2819715e-12  	+8.2468242e-12  	+5.6241218e-12  	+7.4593812e-12  	+1.2234180e-12  
	+2.9799998e-01  	+5.0899107e-12  	+3.1762709e-12  	+7.0430246e-12  	+4.1432630e-12  	+8.2387170e-12  	+1.1558272e-12  
	+2.9699999e-01  	+4.7187415e-12  	+2.8375863e-12  	+5.7478341e-12  	+2.2763013e-12  	+7.2375218e-12  	+1.2803124e-12  
	+2.9600000e-01  	+4.9896584e-12  	+2.9939274e-12  	+5.3910769e-12  	+2.2636168e-12  	+5.5584313e-12  	+1.3410812e-12  
	+2.9499999e-01  	+5.1506191e-12  	+3.3383350e-12  	+5.7825537e-12  	+2.4919864e-12  	+6.2172394e-12  	+1.3122614e-12  
	+2.9399997e-01  	+4.5424419e-12  	+3.6997441e-12  	+5.5248614e-12  	+3.1989812e-12  	+7.5962535e-12  	+1.2753997e-12  
	+2.9299998e-01  	+4.6408454e-12  	+3.1774258e-12  	+5.7639137e-12  	+2.1948899e-12  	+5.8577674e-12  	+7.7077651e-13  
	+2.9200000e-01  	+4.5215758e-12  	+3.6509519e-12  	+5.0462594e-12  	+2.5357446e-12  	+6.8784041e-12  	+6.2148550e-13  
	+2.9100001e-01  	+4.7024012e-12  	+3.4352391e-12  	+4.0984850e-12  	+2.4566798e-12  	+4.2165581e-12  	+8.6535699e-13  
	+2.8999999e-01  	+4.6148896e-12  	+3.9818279e-12  	+4.9019092e-12  	+2.4945569e-12  	+4.3412622e-12  	+1.1805957e-12  
	+2.8899997e-01  	+4.5871128e-12  	+3.4159422e-12  	+5.2749597e-12  	+2.7443514e-12  	+4.2121207e-12  	+1.2831809e-12  
	+2.8799999e-01  	+3.9945820e-12  	+3.4114345e-12  	+4.2662818e-12  	+2.1163746e-12  	+4.2249494e-12  	+1.4289143e-12  
	+2.8700000e-01  	+3.7881222e-12  	+3.1300121e-12  	+5.7023249e-12  	+1.9393302e-12  	+3.4368504e-12  	+9.9329280e-13  
	+2.8599998e-01  	+3.9937346e-12  	+3.1821197e-12  	+7.8352724e-12  	+2.2140378e-12  	+5.1599137e-12  	+6.0138293e-13  
	+2.8500000e-01  	+4.0830811e-12  	+3.2783672e-12  	+7.6060278e-12  	+2.3298477e-12  	+3.6876509e-12  	+5.5920795e-13  
	+2.8399998e-01  	+4.0634536e-12  	+3.3179624e-12  	+7.1406132e-12  	+2.4898816e-12  	+5.1390567e-12  	+7.3626169e-13  
	+2.8299999e-01  	+3.8612681e-12  	+3.5700761e-12  	+7.5266278e-12  	+1.8425378e-12  	+4.2988078e-12  	+4.2435714e-13  
	+2.8200001e-01  	+3.9377950e-12  	+3.0827801e-12  	+7.2227883e-12  	+1.8406427e-12  	+3.0003348e-12  	+2.4963636e-13  
	+2.8099999e-01  	+3.6092288e-12  	+2.9355567e-12  	+6.6505326e-12  	+2.0915641e-12  	+3.7106871e-12  	+3.9135570e-13  
	+2.7999997e-01  	+3.7276371e-12  	+2.2742292e-12  	+7.0789503e-12  	+2.1610270e-12  	+3.6027702e-12  	+4.4452492e-13  
	+2.7899998e-01  	+3.8507023e-12  	+2.0118523e-12  	+6.3777482e-12  	+1.3860128e-12  	+3.2733566e-12  	+3.7780963e-13  
	+2.7800000e-01  	+3.8985161e-12  	+1.8132711e-12  	+6.7350825e-12  	+1.5663309e-12  	+2.7359556e-12  	+5.0384550e-13  
	+2.7700001e-01  	+3.7594138e-12  	+2.1249428e-12  	+6.3280527e-12  	+1.7814990e-12  	+3.6603025e-12  	+5.9814659e-13  
	+2.7599999e-01  	+3.9596438e-12  	+2.1111546e-12  	+6.0382766e-12  	+2.0105671e-12  	+2.8651580e-12  	+3.9429403e-13  
	+2.7499998e-01  	+3.4139119e-12  	+2.4270080e-12  	+5.9770188e-12  	+2.0131282e-12  	+3.6610337e-12  	+3.9285049e-13  
	+2.7399999e-01  	+3.4685805e-12  	+2.2235187e-12  	+5.7917460e-12  	+1.6949326e-12  	+2.3396918e-12  	+7.2164925e-13  
	+2.7300000e-01  	+3.3334364e-12  	+2.0285789e-12  	+5.7445932e-12  	+2.0752846e-12  	+2.7585356e-12  	+3.8236379e-13  
	+2.7199998e-01  	+3.0451874e-12  	+2.0932871e-12  	+5.1944143e-12  	+1.8302770e-12  	+2.7869128e-12  	+6.3762998e-13  
	+2.7099997e-01  	+3.4099399e-12  	+2.3280642e-12  	+5.9049298e-12  	+1.4949497e-12  	+2.6560342e-12  	+5.0019472e-13  
	+2.6999998e-01  	+3.0261325e-12  	+2.2722035e-12  	+5.8113223e-12  	+2.4493504e-12  	+2.7732645e-12  	+2.2661872e-13  
	+2.6899999e-01  	+3.0167819e-12  	+2.3337220e-12  	+5.2115695e-12  	+1.9627624e-12  	+2.5442988e-12  	+2.3842324e-13  
	+2.6800001e-01  	+2.8942619e-12  	+2.0439084e-12  	+5.2081373e-12  	+2.4848478e-12  	+2.2666621e-12  	+5.1541719e-13  
	+2.6699999e-01  	+2.8984202e-12  	+2.2296327e-12  	+5.6118751e-12  	+2.3719761e-12  	+3.1117116e-12  	+2.5057698e-13  
	+2.6599997e-01  	+2.7304608e-12  	+1.9621243e-12  	+5.5067426e-12  	+2.0242902e-12  	+4.5705865e-12  	+2.0390842e-13  
	+2.6499999e-01  	+3.0438601e-12  	+2.0078709e-12  	+5.0020543e-12  	+1.8816441e-12  	+4.9887689e-12  	+1.9792933e-13  
	+2.6400000e-01  	+2.7755135e-12  	+1.6054138e-12  	+5.3002732e-12  	+1.3014814e-12  	+4.2401581e-12  	+3.0695926e-13  
	+2.6299998e-01  	+2.8164311e-12  	+1.4219759e-12  	+5.5118137e-12  	+1.1586585e-12  	+3.5967772e-12  	+7.5706282e-13  
	+2.6199999e-01  	+2.6994943e-12  	+1.3833726e-12  	+5.3533167e-12  	+1.2322190e-12  	+4.8918977e-12  	+7.4798241e-13  
	+2.6099998e-01  	+2.6364299e-12  	+1.3661944e-12  	+5.5238977e-12  	+8.9761803e-13  	+6.2205362e-12  	+1.0411488e-12  
	+2.5999999e-01  	+2.5776633e-12  	+1.2873718e-12  	+4.7972936e-12  	+1.0650884e-12  	+4.6597097e-12  	+7.7620148e-13  
	+2.5900000e-01  	+2.3797247e-12  	+1.3272232e-12  	+5.0830143e-12  	+1.2395344e-12  	+5.9133627e-12  	+1.0759197e-12  
	+2.5799999e-01  	+2.2046035e-12  	+1.1132564e-12  	+4.6576467e-12  	+8.9517326e-13  	+5.6112138e-12  	+1.1529820e-12  
	+2.5699997e-01  	+2.4389709e-12  	+1.2747804e-12  	+3.8342038e-12  	+1.1814478e-12  	+4.8784353e-12  	+1.4808402e-12  
	+2.5599998e-01  	+2.2583966e-12  	+1.1879205e-12  	+4.1472680e-12  	+1.4143390e-12  	+4.6059255e-12  	+8.9814419e-13  
	+2.5500000e-01  	+2.3693358e-12  	+1.2633530e-12  	+3.6902725e-12  	+1.2945477e-12  	+3.2274890e-12  	+1.2423052e-12  
	+2.5400001e-01  	+2.2381079e-12  	+1.3700314e-12  	+4.1444040e-12  	+1.3632420e-12  	+2.5311391e-12  	+1.3796379e-12  
	+2.5299999e-01  	+2.0440667e-12  	+1.5132408e-12  	+4.5267401e-12  	+8.5627192e-13  	+2.7397414e-12  	+1.3669533e-12  
	+2.5199997e-01  	+2.2761524e-12  	+1.4660554e-12  	+4.0860427e-12  	+7.1985180e-13  	+2.1018135e-12  	+1.5549548e-12  
	+2.5099999e-01  	+2.0740274e-12  	+1.4092400e-12  	+4.4849189e-12  	+6.8383293e-13  	+1.9540125e-12  	+1.4989311e-12  
	+2.5000000e-01  	+1.9268831e-12  	+1.2725126e-12  	+3.8074934e-12  	+1.1295639e-12  	+1.6468717e-12  	+1.5575671e-12  
	+2.4899998e-01  	+1.8452388e-12  	+1.6236073e-12  	+3.4338003e-12  	+1.2901798e-12  	+1.5320116e-12  	+1.4196150e-12  
	+2.4800000e-01  	+1.8139835e-12  	+1.1567492e-12  	+3.0032359e-12  	+9.8113434e-13  	+1.9171043e-12  	+1.3380731e-12  
	+2.4699998e-01  	+1.8394227e-12  	+8.4182249e-13  	+3.8340876e-12  	+1.0508439e-12  	+1.3318379e-12  	+1.0402500e-12  
	+2.4599999e-01  	+1.6442919e-12  	+7.9398977e-13  	+3.6857462e-12  	+1.0475284e-12  	+1.9009876e-12  	+6.7658254e-13  
	+2.4499997e-01  	+1.9573839e-12  	+1.0406925e-12  	+3.7614534e-12  	+1.0464573e-12  	+1.4193030e-12  	+1.4898832e-13  
	+2.4399999e-01  	+1.7671520e-12  	+1.0082451e-12  	+3.1842244e-12  	+1.0340334e-12  	+1.3611232e-12  	+4.8763120e-13  
	+2.4300000e-01  	+1.7033424e-12  	+8.2616227e-13  	+3.8785581e-12  	+7.9954511e-13  	+1.0440592e-12  	+3.6593062e-13  
	+2.4199998e-01  	+1.6708346e-12  	+9.4812363e-13  	+3.7234833e-12  	+6.4413064e-13  	+1.7334009e-12  	+1.8562655e-13  
	+2.4100000e-01  	+1.7706259e-12  	+6.1998144e-13  	+3.1915028e-12  	+4.9149150e-13  	+2.9215217e-12  	+1.4411286e-13  
	+2.3999998e-01  	+1.5589129e-12  	+9.9575144e-13  	+3.1095372e-12  	+7.5214075e-13  	+2.1082209e-12  	+2.2058841e-13  
	+2.3899999e-01  	+1.5410455e-12  	+7.8800134e-13  	+3.2615289e-12  	+6.7365823e-13  	+2.3854291e-12  	+2.7676578e-13  
	+2.3799998e-01  	+1.3906276e-12  	+8.1098171e-13  	+3.1249411e-12  	+6.0865191e-13  	+1.6746204e-12  	+1.9797590e-13  
	+2.3699999e-01  	+1.3199868e-12  	+3.5502482e-13  	+3.1316373e-12  	+4.6951229e-13  	+1.1627748e-12  	+4.8885121e-14  
	+2.3600000e-01  	+1.4836714e-12  	+5.1791313e-13  	+2.8713141e-12  	+7.1319751e-13  	+1.0495260e-12  	+2.5663990e-13  
	+2.3499998e-01  	+1.3581943e-12  	+5.0974546e-13  	+2.9244786e-12  	+4.3665058e-13  	+1.0940666e-12  	+2.5931281e-13  
	+2.3400000e-01  	+1.1719949e-12  	+6.3966492e-13  	+2.8494746e-12  	+6.7660119e-13  	+1.4770357e-12  	+5.8346427e-13  
	+2.3299998e-01  	+1.3602106e-12  	+4.6910251e-13  	+2.8282032e-12  	+3.5080128e-13  	+1.9920851e-12  	+3.6836135e-13  
	+2.3199999e-01  	+1.1399249e-12  	+5.0751027e-13  	+2.6384788e-12  	+5.8128963e-13  	+2.1194899e-12  	+6.5363475e-13  
	+2.3099998e-01  	+1.2242375e-12  	+4.4043642e-13  	+2.8041285e-12  	+6.7152084e-13  	+2.1317648e-12  	+1.7771963e-13  
	+2.2999999e-01  	+1.0420009e-12  	+5.5885873e-13  	+2.4068169e-12  	+4.3954234e-13  	+2.0610401e-12  	+2.2215303e-13  
	+2.2899997e-01  	+1.1242973e-12  	+4.8723536e-13  	+2.4098438e-12  	+2.9953196e-13  	+2.5226642e-12  	+1.5934464e-13  
	+2.2799999e-01  	+1.0896008e-12  	+5.4289120e-13  	+2.3986540e-12  	+4.6269504e-13  	+1.9027805e-12  	-2.9848889e-14  
	+2.2700000e-01  	+1.0254886e-12  	+6.2784180e-13  	+2.1938141e-12  	+2.0475592e-13  	+1.6780896e-12  	-6.1127359e-14  
	+2.2599998e-01  	+9.4026328e-13  	+6.7870134e-13  	+2.2912538e-12  	+2.1693297e-13  	+1.7307466e-12  	-2.4712646e-13  
	+2.2499999e-01  	+1.2058624e-12  	+6.5321105e-13  	+2.1122117e-12  	+1.5508849e-13  	+1.5858980e-12  	-9.6992591e-14  
	+2.2399998e-01  	+9.2610717e-13  	+7.4628742e-13  	+1.8993392e-12  	+2.7707312e-13  	+1.6611907e-12  	-1.7420388e-14  
	+2.2299999e-01  	+1.0089622e-12  	+7.4750275e-13  	+2.1803984e-12  	+3.4844968e-13  	+1.2184773e-12  	+1.1167955e-13  
	+2.2199997e-01  	+9.6803999e-13  	+5.4591802e-13  	+1.9502733e-12  	+2.6478432e-13  	+9.9269204e-13  	-2.8866344e-14  
	+2.2099999e-01  	+7.5906978e-13  	+7.8406183e-13  	+1.8494809e-12  	+1.9024592e-13  	+4.9423427e-13  	+2.0986423e-13  
	+2.2000000e-01  	+7.7859030e-13  	+6.5495726e-13  	+1.7817319e-12  	+4.7098377e-13  	+7.3027332e-13  	+3.0389057e-13  
	+2.1899998e-01  	+9.9600753e-13  	+8.8029074e-13  	+1.9835307e-12  	+3.7595163e-13  	+8.2231590e-13  	+4.9186870e-13  
	+2.1799999e-01  	+7.0285054e-13  	+8.0988742e-13  	+2.1661306e-12  	+3.9836390e-13  	+1.3654167e-12  	+2.5509391e-13  
	+2.1699998e-01  	+1.0572467e-12  	+7.0148146e-13  	+1.9953121e-12  	+3.4648925e-13  	+1.6988441e-12  	+1.8069521e-13  
	+2.1599999e-01  	+8.9825131e-13  	+5.9863551e-13  	+1.7051492e-12  	+3.2376033e-13  	+1.6539916e-12  	+2.2117514e-13  
	+2.1499997e-01  	+8.5616486e-13  	+6.2160661e-13  	+1.4996388e-12  	+1.0431744e-13  	+8.8888218e-13  	+1.2103468e-13  
	+2.1399999e-01  	+7.2425231e-13  	+5.2375254e-13  	+1.2182491e-12  	+3.5834034e-13  	+1.2725219e-12  	+8.2417390e-14  
	+2.1300000e-01  	+8.2354994e-13  	+5.9569255e-13  	+1.2364843e-12  	+1.6877427e-13  	+9.5061491e-13  	+1.2699515e-13  
	+2.1199998e-01  	+7.9740771e-13  	+6.0717577e-13  	+1.1251075e-12  	+1.6757753e-13  	+1.1319062e-12  	+5.3700059e-14  
	+2.1100000e-01  	+7.7300238e-13  	+4.6065544e-13  	+1.1023926e-12  	-2.5276095e-14  	+8.7043735e-13  	+2.3706815e-13  
	+2.0999998e-01  	+8.0536587e-13  	+4.1078775e-13  	+7.9811548e-13  	+1.4873687e-13  	+1.6058981e-12  	+2.6123599e-13  
	+2.0899999e-01  	+6.2777659e-13  	+6.1137136e-13  	+7.4095092e-13  	+7.4909534e-13  	+1.6315328e-12  	+2.3460016e-14  
	+2.0799997e-01  	+6.7246144e-13  	+6.3284301e-13  	+1.0522409e-12  	+2.6924535e-13  	+1.6613305e-12  	+1.8561258e-14  
	+2.0699999e-01  	+6.5026803e-13  	+3.8668979e-13  	+8.5553152e-13  	+3.7230551e-13  	+1.4842953e-12  	+1.0761898e-13  
	+2.0600000e-01  	+6.5349505e-13  	+3.7694815e-13  	+1.0009809e-12  	+2.0564534e-13  	+1.5227217e-12  	+1.3036188e-13  
	+2.0499998e-01  	+5.6466089e-13  	+5.3810423e-13  	+8.7907535e-13  	+3.0234921e-13  	+1.1504814e-12  	+1.5381724e-13  
	+2.0400000e-01  	+6.6953246e-13  	+4.5764260e-13  	+1.0151788e-12  	+2.4805776e-13  	+1.2492947e-12  	+2.4979002e-13  
	+2.0299998e-01  	+5.1189679e-13  	+4.8693737e-13  	+9.0838876e-13  	-9.6857548e-15  	+1.3815286e-12  	-1.9911676e-14  
	+2.0199999e-01  	+5.0361267e-13  	+2.9311051e-13  	+9.2904081e-13  	+8.1346368e-14  	+1.5768782e-12  	+1.1688099e-15  
	+2.0099998e-01  	+3.9749779e-13  	+5.0127507e-13  	+5.4690519e-13  	+9.5544381e-14  	+2.2867274e-12  	-1.6558915e-14  
	+1.9999999e-01  	+4.6015719e-13  	+2.3464206e-13  	+7.5639224e-13  	+1.8162188e-13  	+2.0226184e-12  	-4.7758221e-14  
	+1.9899997e-01  	+6.4560212e-13  	+3.9856416e-13  	+9.9480613e-13  	-1.6777776e-14  	+1.7210376e-12  	-1.3571232e-13  
	+1.9799998e-01  	+3.4040305e-13  	+2.2704248e-13  	+9.9346508e-13  	+1.8821564e-13  	+1.5032943e-12  	-2.1360348e-13  
	+1.9700000e-01  	+2.8294977e-13  	+2.3433938e-13  	+1.0588998e-12  	-3.4580008e-14  	+1.4748843e-12  	-2.0498875e-13  
	+1.9599998e-01  	+3.9239879e-13  	+3.6949756e-13  	+7.0823355e-13  	+2.2346154e-13  	+1.4910521e-12  	+7.8096051e-14  
	+1.9499999e-01  	+4.3743755e-13  	+4.0112995e-13  	+6.9945585e-13  	+2.3410191e-13  	+1.0645623e-12  	-6.4303163e-14  
