Ascii Data Listing

Data listed on 10/24/23 17:30:26
file F:/PolyU/STM/SnTe/19 Oct 2023/Sb_SnTe_HOPG_PtIr_LT_2023_10_24_11_22_10_281.sm4, 10/24/23 11:13:31

Data Listing of Primary axis

 Plot Number: 1

	LIA Current, Bias 0.500 V, Setpoint 100.000 pA
	; ; 

8 lines of 1001 points, x units V y units A
LIA Current
Raw Data

DATA TABLE 3
	                	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       	Amplitude       
	1x V            	1y3 A           	1y4 A           	1y5 A           	1y6 A           	1y7 A           	1y8 A           
	X_pixel         	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   	3.0679689e-07   
	Y_pixel         	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   	4.9123798e-07   
	+1.9399998e-01  	+4.4024550e-13  	+5.3382477e-13  	+4.6030150e-13  	+7.7686271e-14  	+5.6810210e-13  	-1.8627382e-13  
	+1.9299999e-01  	+2.6958993e-13  	+2.5932210e-13  	+6.6266860e-13  	-6.2184409e-14  	+6.6265000e-13  	+2.3953616e-14  
	+1.9199997e-01  	+2.3513567e-13  	+7.8254379e-14  	+9.0926420e-13  	+2.4633482e-15  	+7.0734878e-13  	-1.8700026e-13  
	+1.9099998e-01  	+2.7113595e-13  	+2.2868626e-13  	+1.0439009e-12  	-4.1127204e-14  	+8.7360387e-13  	-2.0212028e-13  
	+1.9000000e-01  	+4.5221764e-13  	+2.4040695e-13  	+9.1869383e-13  	+1.6388483e-13  	+6.7435673e-13  	-9.0049577e-14  
	+1.8899998e-01  	+3.7230085e-13  	+3.7961173e-13  	+1.1049677e-12  	-5.7462600e-14  	+8.0844386e-13  	-3.2678713e-13  
	+1.8799999e-01  	+2.7580653e-13  	+1.4377758e-13  	+1.1679856e-12  	+8.0633911e-14  	+6.1258675e-13  	-3.6112033e-14  
	+1.8699998e-01  	+2.2305176e-13  	+2.3041852e-13  	+1.1098291e-12  	-1.6554259e-13  	+3.8141850e-13  	+3.1064266e-14  
	+1.8599999e-01  	+3.6881305e-13  	+1.5425961e-13  	+1.0501919e-12  	-9.0319665e-14  	+4.9909111e-13  	-1.2160279e-13  
	+1.8499997e-01  	+3.6709942e-13  	+2.0825304e-13  	+9.9380031e-13  	-3.9623117e-14  	+4.6537725e-13  	+2.1718443e-14  
	+1.8399999e-01  	+2.4869107e-13  	-7.1912074e-14  	+7.6591039e-13  	+8.5546635e-14  	+3.3589079e-13  	-9.3532726e-14  
	+1.8300000e-01  	+2.6305672e-13  	-2.6291237e-14  	+9.4590709e-13  	+2.8521754e-14  	+2.9686372e-13  	-3.1161122e-13  
	+1.8199998e-01  	+2.7913601e-13  	-5.6703574e-14  	+1.1274265e-12  	-4.8750080e-14  	+4.8883261e-13  	-4.6531670e-13  
	+1.8099999e-01  	+2.9044692e-13  	+8.0415045e-14  	+1.0654144e-12  	-1.5981496e-14  	+5.6562480e-13  	-4.1722786e-13  
	+1.7999998e-01  	+3.1084754e-13  	+1.4914666e-13  	+1.0224572e-12  	+4.4601038e-14  	+4.7712122e-13  	-4.6262983e-13  
	+1.7899999e-01  	+2.7122442e-13  	-3.7350690e-14  	+8.7636522e-13  	+1.9603409e-13  	+5.2404126e-13  	-2.8501729e-13  
	+1.7799997e-01  	+1.8296298e-13  	-1.5320721e-13  	+9.5130880e-13  	-8.4019265e-14  	+6.0812569e-13  	-4.7653450e-13  
	+1.7699999e-01  	+2.7892180e-13  	+5.7443979e-14  	+7.0051755e-13  	-7.5954014e-14  	+8.2851851e-13  	-4.8199666e-13  
	+1.7600000e-01  	+3.5049860e-13  	-3.8561412e-14  	+7.0379114e-13  	-2.2838824e-13  	+4.8234593e-13  	-4.1969585e-13  
	+1.7499998e-01  	+2.5088433e-13  	+2.2025779e-15  	+8.9896840e-13  	-8.6328947e-14  	+3.9720443e-13  	-4.0168408e-13  
	+1.7399999e-01  	+2.6325695e-13  	-2.7631876e-13  	+1.0300940e-12  	+1.5210825e-13  	+3.6064535e-13  	-2.5738030e-13  
	+1.7299998e-01  	+3.9981676e-14  	-1.1012424e-13  	+9.5573256e-13  	+6.1066820e-14  	+3.0345748e-13  	-4.8079065e-13  
	+1.7199999e-01  	+2.2546854e-13  	-1.3469252e-13  	+7.8483021e-13  	-4.8461371e-14  	+3.4607481e-13  	-3.6954413e-13  
	+1.7099997e-01  	+1.0876451e-13  	+6.8517403e-14  	+7.9248565e-13  	+9.9907631e-14  	+4.9384308e-13  	-3.2068231e-13  
	+1.6999999e-01  	+2.1493527e-13  	-2.5909394e-14  	+9.8027283e-13  	+1.6340054e-13  	+8.9830720e-13  	-3.9834528e-13  
	+1.6899997e-01  	+1.0580755e-13  	-2.6021153e-13  	+7.2207767e-13  	+1.6147736e-13  	+9.7388406e-13  	-2.8894750e-13  
	+1.6799998e-01  	+7.9125163e-14  	-3.4454278e-14  	+8.0824361e-13  	-1.3574027e-14  	+5.0372911e-13  	-4.4657382e-13  
	+1.6700000e-01  	+3.5138799e-14  	-7.2997062e-14  	+6.5994915e-13  	+3.7075950e-14  	+5.3471420e-13  	-3.7021934e-13  
	+1.6599998e-01  	+3.7639403e-14  	-1.1547469e-13  	+6.0085671e-13  	+9.4710847e-14  	+5.2820427e-13  	-2.1819491e-13  
	+1.6499999e-01  	+1.6143545e-13  	-2.3900066e-13  	+5.1811338e-13  	+2.0980835e-13  	+1.7696525e-13  	-2.4708919e-13  
	+1.6399997e-01  	+7.6135617e-14  	-1.9749626e-13  	+6.6091772e-13  	+1.0957010e-14  	+2.6500782e-13  	-2.9230026e-13  
	+1.6299999e-01  	+2.1047890e-15  	+2.6980415e-14  	+6.4486638e-13  	-3.0649826e-14  	+1.5136320e-13  	-3.4323892e-13  
	+1.6199997e-01  	+2.9532237e-14  	-4.4540502e-14  	+6.7919493e-13  	-2.5439076e-14  	+1.8529128e-13  	-2.1855347e-13  
	+1.6099998e-01  	-8.7530352e-14  	-1.6042963e-13  	+4.0489714e-13  	-1.8564519e-13  	+3.9706936e-14  	-2.5668180e-13  
	+1.6000000e-01  	-4.5481139e-14  	-2.5721732e-13  	+2.2143591e-13  	-9.5218423e-14  	-2.4824403e-14  	-1.7490703e-13  
	+1.5899998e-01  	-4.9504451e-14  	-1.8964055e-13  	+1.1914875e-13  	-1.6908161e-13  	-1.6221311e-13  	-2.8263313e-13  
	+1.5799999e-01  	+1.3718381e-14  	-5.3686090e-14  	+6.4618417e-13  	-1.7589424e-13  	+4.3609180e-14  	-4.2900443e-13  
	+1.5699998e-01  	-1.4229212e-13  	-1.5237834e-13  	+5.0543342e-13  	-8.2673506e-14  	+1.6217586e-13  	-3.9589125e-13  
	+1.5599999e-01  	+1.5961006e-13  	-2.4330803e-13  	+4.0878076e-13  	-3.4704805e-13  	+1.2607314e-13  	-1.8944964e-13  
	+1.5499997e-01  	+1.8998981e-15  	-8.0093741e-14  	+2.6409048e-13  	-2.4886335e-13  	-2.1699815e-15  	-2.1143350e-13  
	+1.5399998e-01  	-1.5831553e-13  	-2.3945234e-13  	+3.2990239e-13  	-2.1475367e-13  	+2.1627638e-13  	-1.8637162e-13  
	+1.5300000e-01  	-1.8101651e-13  	-1.8728897e-13  	+1.9656495e-13  	-1.9403175e-13  	+2.7088913e-13  	-1.7011539e-13  
	+1.5199998e-01  	-2.8695912e-13  	-1.4777295e-13  	+2.5006012e-13  	-1.3147946e-13  	+3.8841274e-13  	-3.3134595e-13  
	+1.5099999e-01  	-1.6175676e-13  	-1.8418300e-13  	+2.9278454e-13  	-1.6881619e-13  	+5.9339218e-14  	-3.7651509e-13  
	+1.4999998e-01  	-4.0023587e-14  	-8.5765494e-14  	+3.6060811e-13  	-2.1183863e-13  	-2.2710300e-14  	-3.5268254e-13  
	+1.4899999e-01  	-1.6383826e-13  	-2.0282808e-13  	+2.6985537e-13  	-2.9969029e-13  	-9.0626996e-14  	-3.7882477e-13  
	+1.4799997e-01  	-1.7143321e-13  	-1.6555656e-13  	+2.2231601e-13  	-5.0528907e-14  	-1.8780120e-14  	-3.2316893e-13  
	+1.4699998e-01  	-1.0260847e-13  	-5.6633724e-14  	+2.7493109e-13  	-2.8634910e-13  	+7.4943530e-14  	-3.6983752e-13  
	+1.4600000e-01  	+3.9129517e-14  	-2.0872801e-13  	+2.0841602e-13  	-1.6750302e-13  	+2.9138755e-13  	-3.9369332e-13  
	+1.4499998e-01  	-9.5902941e-14  	-2.3610890e-13  	-4.0261075e-14  	-2.8330368e-13  	+4.6522356e-13  	-5.4825561e-13  
	+1.4399999e-01  	-4.3809415e-14  	-2.2456050e-13  	-7.7802687e-14  	-3.0099415e-13  	+2.3529865e-13  	-3.7702732e-13  
	+1.4299998e-01  	-1.2794510e-13  	-2.6099384e-13  	+1.6502571e-13  	-1.6930514e-13  	+3.6822165e-13  	-2.7460976e-13  
	+1.4199999e-01  	-1.1695083e-13  	-2.5195536e-13  	+2.1581538e-13  	-2.8829556e-13  	+1.1160504e-13  	-3.2608397e-13  
	+1.4099997e-01  	-4.6766363e-14  	-1.0500196e-13  	+2.2328459e-14  	-2.9071233e-13  	+9.6778386e-14  	-4.7096983e-13  
	+1.3999999e-01  	-2.8512440e-14  	-2.1689105e-13  	-2.7467961e-13  	-1.6841572e-13  	+1.4371704e-13  	-5.0823202e-13  
	+1.3899997e-01  	-8.0936587e-14  	-1.9359403e-13  	+9.3737613e-15  	-1.9283499e-13  	+2.7912202e-13  	-3.6122743e-13  
	+1.3799998e-01  	-1.5861821e-13  	-1.7361716e-13  	+1.5801284e-13  	-3.6202370e-13  	+7.5416171e-13  	-2.8837008e-13  
	+1.3699999e-01  	-1.5674159e-13  	-1.8383842e-13  	+1.7436687e-13  	-1.6582199e-13  	+5.7010912e-13  	-4.9033667e-13  
	+1.3599998e-01  	-1.2411736e-13  	-1.9767322e-13  	-1.4461112e-13  	-2.7092174e-13  	+3.0782074e-13  	-4.6567524e-13  
	+1.3499999e-01  	-1.2283679e-13  	-3.0471478e-13  	+3.0598603e-13  	-1.1849683e-13  	+3.7037300e-13  	-2.2293068e-13  
	+1.3399997e-01  	-1.5629921e-13  	-2.7024653e-13  	+4.1931869e-13  	-1.9385479e-13  	+2.6698690e-13  	-3.7980732e-13  
	+1.3299999e-01  	-2.7256553e-13  	-2.4564565e-13  	+3.4070107e-13  	-3.3262184e-13  	+3.7908088e-13  	-2.3486093e-13  
	+1.3199997e-01  	-6.2319453e-14  	-2.3409725e-13  	+3.4763476e-13  	-2.8422102e-13  	+3.3113640e-13  	-3.9137899e-13  
	+1.3099998e-01  	-1.1686236e-13  	-2.0625069e-13  	+7.4994752e-14  	-2.2220425e-13  	+2.1281186e-13  	-3.7532764e-13  
	+1.3000000e-01  	-1.7797108e-13  	-2.2103544e-13  	-1.3970304e-13  	-3.1512230e-13  	+1.7030164e-13  	-2.9066577e-13  
	+1.2899998e-01  	-1.4618039e-13  	-1.1094380e-13  	+1.8424821e-13  	-2.5056769e-13  	+6.1150642e-14  	-1.1673197e-13  
	+1.2799999e-01  	-3.6687125e-13  	-2.0701904e-13  	+3.2213983e-13  	-4.1666906e-13  	+2.6540364e-13  	-3.5253354e-13  
	+1.2699997e-01  	-4.3378211e-13  	-2.7481931e-13  	+2.6135704e-13  	-2.7711503e-13  	+1.3008713e-13  	-5.8710572e-13  
	+1.2599999e-01  	-1.6336795e-13  	-4.3604988e-13  	+2.8624664e-13  	-5.3443947e-14  	-9.6168367e-14  	-5.5125913e-13  
	+1.2499997e-01  	-2.1364539e-14  	-2.2049993e-13  	+1.3191253e-13  	+8.8843517e-14  	+5.0086529e-14  	-3.6519952e-13  
	+1.2399998e-01  	-3.0263793e-13  	-3.2621434e-13  	+2.9762277e-13  	+6.4130870e-14  	-1.3092533e-13  	-3.8353262e-13  
	+1.2300000e-01  	-2.7930363e-13  	-1.9825530e-13  	+3.9848498e-13  	+2.6547349e-14  	-2.4030916e-13  	-5.0451142e-13  
	+1.2199998e-01  	-1.6717706e-13  	-2.2790859e-13  	+2.5297516e-13  	-5.1502138e-14  	-2.9685906e-14  	-4.9934720e-13  
	+1.2099999e-01  	-2.7409290e-13  	-2.5004150e-13  	+2.0749866e-13  	-2.0888169e-13  	-1.5664846e-14  	-5.6340360e-13  
	+1.1999997e-01  	-9.7057778e-14  	-2.9627234e-13  	-8.2007609e-14  	-2.2356398e-13  	-6.7721118e-14  	-5.0195959e-13  
	+1.1899999e-01  	-3.0588824e-13  	-3.5964417e-13  	+3.1660309e-14  	-2.4743844e-13  	-2.4515671e-13  	-5.8831645e-13  
	+1.1799997e-01  	-2.6541762e-13  	-3.9628706e-13  	+1.0549091e-13  	-2.4590640e-13  	-2.7174595e-13  	-5.7122671e-13  
	+1.1699998e-01  	-3.5222620e-13  	-4.4984277e-13  	+9.7542071e-14  	-1.2406147e-13  	-2.8212090e-13  	-5.1090030e-13  
	+1.1600000e-01  	-4.1292515e-13  	-5.1672105e-13  	-2.4201349e-13  	-2.5484711e-13  	-2.5370157e-13  	-4.2777508e-13  
	+1.1499998e-01  	-1.2886710e-13  	-3.9811245e-13  	-1.9603874e-13  	-2.8292183e-13  	+9.2564153e-14  	-4.1541643e-13  
	+1.1399999e-01  	-1.3505574e-13  	-2.8123147e-13  	-2.2159889e-13  	-3.2952986e-13  	+2.8052834e-13  	-4.2784960e-13  
	+1.1299998e-01  	-2.6459339e-13  	-2.0206906e-13  	+6.4112242e-14  	-1.2351200e-13  	+1.4218967e-13  	-3.8781204e-13  
	+1.1199999e-01  	-2.4553853e-13  	-3.6594924e-13  	-1.9739381e-14  	-6.7674551e-14  	+1.7059035e-13  	-3.6349520e-13  
	+1.1099997e-01  	-2.8032809e-13  	-3.3149029e-13  	-1.3093930e-13  	-9.2722474e-14  	+1.8029008e-13  	-6.7721588e-13  
	+1.0999998e-01  	-3.0782074e-13  	-3.3504330e-13  	-7.0915557e-14  	-2.4570618e-13  	+2.1819956e-13  	-5.6397172e-13  
	+1.0899997e-01  	-1.9562897e-13  	-3.0649826e-13  	-1.4771707e-13  	-1.7443671e-14  	+1.8947757e-13  	-5.7390892e-13  
	+1.0799998e-01  	-3.1993258e-13  	-3.5179777e-13  	-1.1395198e-13  	-1.2758188e-13  	+1.7661136e-13  	-6.5134839e-13  
	+1.0699999e-01  	-4.0195882e-13  	-3.7649647e-13  	+6.4447525e-14  	-1.7973128e-13  	+4.3007544e-13  	-5.5620444e-13  
	+1.0599998e-01  	-3.2039825e-13  	-3.6032405e-13  	-8.4382479e-14  	-1.3025944e-13  	+4.4227577e-13  	-5.1133799e-13  
	+1.0499999e-01  	-2.4798791e-13  	-3.5086181e-13  	-1.2380537e-13  	-2.2135675e-13  	+4.1027088e-13  	-5.6791583e-13  
	+1.0399997e-01  	-2.5616960e-13  	-3.5329723e-13  	-3.5949518e-13  	-1.9007829e-13  	+2.8306152e-13  	-5.2775254e-13  
	+1.0299999e-01  	-2.4919398e-13  	-2.9152258e-13  	-1.1210330e-13  	-3.3507124e-13  	+4.8269516e-13  	-5.1737298e-13  
	+1.0199997e-01  	-3.2580923e-13  	-3.1550880e-13  	-2.9596966e-13  	-2.2470020e-13  	+3.6021229e-13  	-5.5911948e-13  
	+1.0099998e-01  	-3.5472214e-13  	-4.3618958e-13  	-2.6538502e-13  	-4.1305552e-13  	+4.1003805e-13  	-7.4494631e-13  
	+9.9999994e-02  	-2.9985327e-13  	-4.8351476e-13  	-3.9769335e-13  	-4.3757725e-13  	+1.4597084e-13  	-5.6262129e-13  
	+9.8999977e-02  	-3.5666394e-13  	-3.8268976e-13  	-2.0710286e-13  	-2.8273556e-13  	-2.1946617e-14  	-4.7748909e-13  
	+9.7999990e-02  	-4.4508836e-13  	-3.9326959e-13  	+4.0284358e-14  	-1.2868550e-13  	+1.7566141e-13  	-4.0150248e-13  
	+9.6999973e-02  	-2.8215814e-13  	-4.3558888e-13  	-1.1681113e-13  	-3.7850812e-13  	+4.6356582e-14  	-6.3064972e-13  
	+9.5999986e-02  	-2.6531051e-13  	-2.9338524e-13  	-3.7245917e-13  	-4.1648746e-13  	+9.2159028e-14  	-6.6609121e-13  
	+9.4999969e-02  	-3.1683594e-13  	-3.1472183e-13  	-3.5609585e-13  	-2.7265400e-13  	-1.3029203e-14  	-5.2621124e-13  
	+9.3999982e-02  	-3.2939949e-13  	-4.0350481e-13  	-3.1210947e-13  	-3.7825667e-13  	-7.2321855e-14  	-6.0681717e-13  
	+9.2999995e-02  	-3.9879699e-13  	-3.7698075e-13  	-1.1615455e-13  	-2.7736648e-13  	+2.3674220e-14  	-6.6603065e-13  
	+9.1999978e-02  	-2.6932452e-13  	-3.9153733e-13  	-2.9934570e-13  	-4.0259213e-13  	-5.8044681e-14  	-6.3067769e-13  
	+9.0999991e-02  	-3.1982549e-13  	-3.8502272e-13  	-3.7244055e-13  	-4.9280935e-13  	+4.1397289e-14  	-6.9958156e-13  
	+8.9999974e-02  	-3.2703858e-13  	-5.6480986e-13  	-3.3400951e-13  	-3.3353455e-13  	-1.4591030e-13  	-5.6331047e-13  
	+8.8999987e-02  	-2.7387402e-13  	-4.3087639e-13  	-2.7611851e-13  	-4.9569176e-13  	-8.8531525e-14  	-7.4309764e-13  
	+8.7999970e-02  	-4.0723477e-13  	-4.4006853e-13  	-3.3101999e-13  	-3.9546285e-13  	-1.6432721e-13  	-6.3746236e-13  
	+8.6999983e-02  	-3.3969989e-13  	-2.1015294e-13  	-2.5691000e-13  	-3.1845644e-13  	-2.2907742e-13  	-5.8816282e-13  
	+8.5999966e-02  	-3.5350677e-13  	-3.2635870e-13  	-3.3795834e-13  	-3.5383737e-13  	-3.3074525e-13  	-5.5616720e-13  
	+8.4999979e-02  	-3.6358834e-13  	-4.5171939e-13  	-2.9443296e-13  	-4.1575172e-13  	-4.3107195e-13  	-5.1685143e-13  
	+8.3999991e-02  	-3.1300819e-13  	-2.8874724e-13  	-3.7693885e-13  	-3.6647543e-13  	-2.9728748e-13  	-5.7511033e-13  
	+8.2999974e-02  	-3.4944619e-13  	-4.8095826e-13  	-2.0592473e-13  	-4.6588016e-13  	-1.9807368e-13  	-5.5712184e-13  
	+8.1999987e-02  	-4.1872262e-13  	-3.8623811e-13  	-3.4897587e-13  	-5.6099147e-13  	-6.1327591e-14  	-4.9259045e-13  
	+8.0999970e-02  	-4.5706982e-13  	-2.6845374e-13  	-4.4947024e-13  	-4.6494883e-13  	-4.2621976e-14  	-5.5966435e-13  
	+7.9999983e-02  	-3.9794947e-13  	-5.5529176e-13  	-2.9815362e-13  	-4.6771484e-13  	-9.3416309e-14  	-5.5626500e-13  
	+7.8999966e-02  	-4.2269007e-13  	-3.5976525e-13  	-1.8849969e-13  	-4.4535846e-13  	-1.7639250e-13  	-6.2467528e-13  
	+7.7999979e-02  	-5.2896327e-13  	-4.8250889e-13  	-1.6137958e-13  	-4.7009906e-13  	-1.0000542e-13  	-5.9287530e-13  
	+7.6999992e-02  	-3.3951829e-13  	-4.2663421e-13  	-3.7495048e-13  	-4.1372607e-13  	-1.2235716e-13  	-5.2120537e-13  
	+7.5999975e-02  	-2.0695384e-13  	-4.5300927e-13  	-4.5421533e-13  	-3.5302249e-13  	-9.2098489e-14  	-4.6343544e-13  
	+7.4999988e-02  	-3.7726945e-13  	-3.8457104e-13  	-4.1015447e-13  	-4.3849925e-13  	+4.7027134e-14  	-5.3328929e-13  
	+7.3999971e-02  	-4.5175197e-13  	-4.0913001e-13  	-2.7087984e-13  	-6.6432168e-13  	+1.9543805e-14  	-5.0726811e-13  
	+7.2999984e-02  	-2.9882881e-13  	-6.1243306e-13  	-1.9307249e-13  	-4.8677436e-13  	+7.1339310e-14  	-4.6684407e-13  
	+7.1999967e-02  	-5.4168979e-13  	-4.7157054e-13  	-2.4613924e-13  	-4.0240120e-13  	+1.6603154e-13  	-5.8223961e-13  
	+7.0999980e-02  	-3.9124395e-13  	-4.4569372e-13  	-3.2057053e-13  	-3.9371661e-13  	+2.5555491e-14  	-5.4983421e-13  
	+6.9999993e-02  	-2.7863307e-13  	-3.8191211e-13  	-3.3104793e-13  	-5.2759891e-13  	-6.6258942e-14  	-5.1843935e-13  
	+6.8999976e-02  	-4.3517444e-13  	-3.8631725e-13  	-3.0253081e-13  	-5.6502876e-13  	-1.8340535e-13  	-4.5195222e-13  
	+6.7999989e-02  	-4.8456248e-13  	-4.3244566e-13  	-1.7591286e-13  	-5.7209283e-13  	+6.9518576e-14  	-4.6064612e-13  
	+6.6999972e-02  	-5.8860517e-13  	-4.8027375e-13  	-2.1299347e-13  	-5.3931490e-13  	+4.7460198e-14  	-5.2961520e-13  
	+6.5999985e-02  	-4.1187740e-13  	-3.9127189e-13  	-4.3268316e-13  	-2.7994160e-13  	-2.7213246e-14  	-6.0097782e-13  
	+6.4999968e-02  	-3.8587024e-13  	-4.1260384e-13  	-1.8509570e-13  	-4.2776113e-13  	-4.8330985e-14  	-5.2582938e-13  
	+6.3999981e-02  	-4.7579410e-13  	-3.1822361e-13  	-6.9756063e-14  	-5.0449277e-13  	-1.8859282e-15  	-5.0729142e-13  
	+6.2999994e-02  	-4.8357059e-13  	-5.7104045e-13  	-2.5163869e-13  	-4.6599188e-13  	-9.0682880e-14  	-4.9077908e-13  
	+6.1999977e-02  	-5.2781775e-13  	-5.1194335e-13  	-1.4995225e-13  	-3.9232894e-13  	-2.3263040e-13  	-6.4434482e-13  
	+6.0999990e-02  	-4.5270192e-13  	-3.9405190e-13  	-4.1706954e-13  	-2.9010233e-13  	-2.5811140e-13  	-5.2799003e-13  
	+5.9999973e-02  	-4.2499974e-13  	-4.3588223e-13  	-2.8987416e-13  	-2.6286579e-13  	-3.1883827e-13  	-4.3961219e-13  
	+5.8999985e-02  	-3.4943223e-13  	-5.3617636e-13  	-1.4025718e-13  	-4.9329361e-13  	-2.8809997e-13  	-6.0488002e-13  
	+5.7999969e-02  	-5.3156633e-13  	-5.2116812e-13  	-3.8524160e-14  	-4.6452507e-13  	-1.8100720e-13  	-5.5639537e-13  
	+5.6999981e-02  	-4.7281385e-13  	-6.1232128e-13  	-3.8915778e-13  	-3.1386037e-13  	-1.4781487e-13  	-5.4293777e-13  
	+5.5999964e-02  	-3.9674806e-13  	-3.7045684e-13  	-4.5744235e-13  	-5.2566176e-13  	-2.1106097e-13  	-5.4369682e-13  
	+5.4999977e-02  	-4.0855725e-13  	-4.9906780e-13  	-2.5399030e-13  	-5.5303798e-13  	-1.9771978e-13  	-5.3510072e-13  
	+5.3999990e-02  	-3.4385827e-13  	-4.2845496e-13  	-7.4468555e-14  	-1.7118640e-13  	-5.9660989e-13  	-7.2277617e-13  
	+5.2999973e-02  	-5.3690749e-13  	-3.2699668e-13  	-2.0326115e-13  	-4.2065979e-13  	-3.3912247e-13  	-5.5210665e-13  
	+5.1999986e-02  	-3.6265235e-13  	-4.8163811e-13  	-2.9988588e-13  	-3.6276876e-13  	-3.2285695e-13  	-6.2203037e-13  
	+5.0999969e-02  	-3.7251506e-13  	-5.1064415e-13  	-3.4284313e-13  	-4.2603350e-13  	-1.2064819e-13  	-5.3357796e-13  
	+4.9999982e-02  	-2.6477965e-13  	-5.6481453e-13  	-4.7342387e-13  	-4.7029926e-13  	-2.1183863e-13  	-6.8317167e-13  
	+4.8999965e-02  	-3.6255921e-13  	-5.7610215e-13  	-2.2139400e-13  	-3.6949756e-13  	-2.1966175e-13  	-5.0990841e-13  
	+4.7999978e-02  	-4.4652259e-13  	-4.0119047e-13  	-2.6707071e-13  	-4.8254619e-13  	-1.8126796e-13  	-7.3832927e-13  
	+4.6999991e-02  	-4.6539118e-13  	-5.7997650e-13  	-3.9209147e-13  	-4.0546990e-13  	-4.1847583e-13  	-5.0757548e-13  
	+4.5999974e-02  	-5.4038127e-13  	-5.2443239e-13  	-2.7907082e-13  	-4.6478582e-13  	-3.5214702e-13  	-4.7344713e-13  
	+4.4999987e-02  	-4.4259241e-13  	-4.1517893e-13  	-3.1117350e-13  	-3.0589290e-13  	-3.8018449e-13  	-6.5997240e-13  
	+4.3999970e-02  	-5.0691889e-13  	-5.7315920e-13  	-4.0503684e-13  	-5.7315453e-13  	-5.0539152e-13  	-5.2649530e-13  
	+4.2999983e-02  	-5.4916835e-13  	-4.5212450e-13  	-3.9442443e-13  	-4.8572198e-13  	-2.1791085e-13  	-5.5646525e-13  
	+4.1999966e-02  	-4.5071821e-13  	-5.1585954e-13  	-5.2264427e-13  	-4.8681626e-13  	-2.5761779e-13  	-4.8305836e-13  
	+4.0999979e-02  	-5.1113779e-13  	-6.6644048e-13  	-5.5626033e-13  	-4.7808047e-13  	-3.3580232e-13  	-4.8250423e-13  
	+3.9999992e-02  	-5.1702371e-13  	-5.2273274e-13  	-3.0574854e-13  	-5.1931945e-13  	-4.2300205e-13  	-5.3284688e-13  
	+3.8999975e-02  	-4.0842221e-13  	-3.2330863e-13  	-1.8402468e-13  	-5.5291687e-13  	-3.8922763e-13  	-6.5926930e-13  
	+3.7999988e-02  	-5.3618568e-13  	-5.2958728e-13  	-2.5368295e-13  	-3.5851728e-13  	-2.3901928e-13  	-6.3743905e-13  
	+3.6999971e-02  	-6.7030545e-13  	-5.8281700e-13  	-1.8327031e-13  	-3.8275494e-13  	-3.5859179e-13  	-5.2445103e-13  
	+3.5999984e-02  	-5.4165255e-13  	-5.1467679e-13  	-3.6280137e-13  	-3.8728583e-13  	-3.7643592e-13  	-5.7860742e-13  
	+3.4999967e-02  	-3.7973747e-13  	-5.5752695e-13  	-3.7391669e-13  	-4.4043642e-13  	-4.4771470e-13  	-5.5606014e-13  
	+3.3999979e-02  	-4.8066488e-13  	-4.0781218e-13  	-4.0736514e-13  	-4.9998520e-13  	-5.3842087e-13  	-4.4987538e-13  
	+3.2999992e-02  	-5.6840947e-13  	-5.1361975e-13  	-3.9350242e-13  	-4.8518183e-13  	-4.8844143e-13  	-5.2631830e-13  
	+3.1999975e-02  	-6.3483138e-13  	-5.3194352e-13  	-4.4495798e-13  	-4.9619006e-13  	-3.1083355e-13  	-5.8648176e-13  
	+3.0999988e-02  	-4.6267639e-13  	-3.5987700e-13  	-4.6024567e-13  	-5.6954100e-13  	-3.8061291e-13  	-6.4716673e-13  
	+2.9999971e-02  	-4.2852481e-13  	-5.4353847e-13  	-4.4472515e-13  	-4.1798222e-13  	-6.0305466e-13  	-6.6634735e-13  
	+2.8999984e-02  	-5.3975731e-13  	-4.0175393e-13  	-3.9625912e-13  	-4.9520284e-13  	-4.1639432e-13  	-5.1652546e-13  
	+2.7999967e-02  	-6.1002093e-13  	-5.3008086e-13  	-4.3749810e-13  	-3.9899721e-13  	-5.6366901e-13  	-5.5065842e-13  
	+2.6999980e-02  	-5.1179433e-13  	-4.8398042e-13  	-5.0458590e-13  	-4.6558677e-13  	-3.8416124e-13  	-5.9804413e-13  
	+2.5999963e-02  	-4.1179359e-13  	-5.1201789e-13  	-5.3512397e-13  	-4.9008990e-13  	-3.9432663e-13  	-6.7497603e-13  
	+2.4999976e-02  	-5.0278380e-13  	-5.3707044e-13  	-5.7809985e-13  	-5.6702180e-13  	-6.2987208e-13  	-6.7776069e-13  
	+2.3999989e-02  	-5.2051153e-13  	-5.0738455e-13  	-2.9684043e-13  	-5.9938057e-13  	-5.4673291e-13  	-5.7821163e-13  
	+2.2999972e-02  	-5.1323323e-13  	-5.7855619e-13  	-2.5756190e-13  	-4.3450855e-13  	-2.7144327e-13  	-5.9277751e-13  
	+2.1999985e-02  	-4.5315363e-13  	-4.7751701e-13  	-2.2090041e-13  	-5.8227685e-13  	-4.1321850e-13  	-6.6071747e-13  
